nama_warung,daerah,kategori,price_level,rating,rating_count,contents
Penyetan Bu Yanti Keputih,Keputih,restaurant,Tidak Diketahui,4.8,91,"Salah satu penyetan paling enak yang pernah saya makan di daerah keputih.

Ada berbagai pilihan lauk mulai dari ayam, ikan, bebek, telur, tahu tempe, dan lainnya. Nasi juga bisa pilih mau nasi putih biasa atau nasi uduk. Dan untuk sambal poin plus nya adalah bisa pilih 3 jenis sambal yaitu sambal korek pedas, sambal tomat sedang, dan sambal pencit (bisa mix juga). Penyajian nasi dan lauk terpisah, lauk disajikan bersama sambal di cobek terpisah. Di setiap meja juga ada kecap manis dan bumbu kuning yang bisa ditambahkan sepuasnya.

Rasa gorengannya enak, bumbu meresap pas, dan tentunya sambalnya yang juara untuk sambal tomat terasinya. Rasanya tidak hanya dominan manis tomat, tapi juga ada gurih terasi dan bawangnya.

Di sini sistemnya kita pilih lauk dulu ditaruh di piring, setelah itu dibawa ke kasir untuk dihitung dan sekalian untuk pesan minum, baru lauk digoreng. Harga cukup murah, tempat luas dan cukup bersih, dan tidak ada parkir.

Latest visit: 12 Jan 26"
Penyetan Bu Yanti Keputih,Keputih,restaurant,Tidak Diketahui,4.8,91,"Harganya terjangkau, tapi udah 2x pesen terong udah bayar juga tapi ga dimasukin ke kertas minyak alias ilangg🥲 tolong lebih diteliti lagi pas bungkus ya kak. Bumbu kuningnya juga enak tapi hari ini agak keasinan."
Penyetan Bu Yanti Keputih,Keputih,restaurant,Tidak Diketahui,4.8,91,"alhamdulillah tempat makan ini jadi favorit karna pelayanannya ramah, nasi uduknya enak pol nasinya pulen lembek, lauknya jg enak enak dan sambelnya pedes mantab. semoga konsisten dan berkah selalu ya PBY 👍🏻😊"
Penyetan Bu Yanti Keputih,Keputih,restaurant,Tidak Diketahui,4.8,91,"salah satu tempat makan termurah dan enak di surabaya timur, rekomended untuk mahasiswa. sambelnya enak pake banget"
"Dapur ""Mbak Uut"" Keputih Tegal Timur Surabaya",Keputih,food_court,Tidak Diketahui,4.2,22,"cobain menu mie jagoan, digambar ada pangsit isinya pas dateng cuman mie sama pangsit aja sama taburan kek bumbu mie sedap 😭 harga tertulis 12k, tapi pas dikasir 13k . Overall pelayanan ok, cuman gamau cobain menu ini lgi 😭 ga worth it to try. Beda banget sama gambar ! Tekstur mienya bukan kek yg biasanya, lebih kek makan mie goreng dikasih pangsit"
"Dapur ""Mbak Uut"" Keputih Tegal Timur Surabaya",Keputih,food_court,Tidak Diketahui,4.2,22,"Tempat nya nyaman,cocok untuk nongkrong bareng teman,bersih,higienis,masakan nya juga enak,murah,pelayanan nya juga cepat dan pegawai nya ramah sekali"
"Dapur ""Mbak Uut"" Keputih Tegal Timur Surabaya",Keputih,food_court,Tidak Diketahui,4.2,22,"suasana oke sebenernya tapi tuan ramah tidak ramah, kurang enak"
"Dapur ""Mbak Uut"" Keputih Tegal Timur Surabaya",Keputih,food_court,Tidak Diketahui,4.2,22,"Sangat lama prosesnya
Sangat merugikan ojol tidak siap saji
Gak jelas restonya.. lebih mentingkan ofline pdahal sama2 customer.. sama2 beli ..knpa yg d dahulukan yg ofline dampaknya driver yg kena rating jelek sama customernya"
"Dapur ""Mbak Uut"" Keputih Tegal Timur Surabaya",Keputih,food_court,Tidak Diketahui,4.2,22,"masakannya enakk, tempatnyaa nyamann, harganyaa terjangkauu, mantabb👍"
Warung Bursa Rasa 2,Keputih,indonesian_restaurant,Tidak Diketahui,5.0,20,"makanannya macam², semua enak dan murah², tempat duduk ada banyak, penjualnya baik polll, must try ☺️👍🏻"
Warung Bursa Rasa 2,Keputih,indonesian_restaurant,Tidak Diketahui,5.0,20,"Kalau ditulis, pengalaman menyantap menu makanan dan minuman di warung ini bisa panjang banget.

Bermula saat ramadan 2025, memesan nasi telur dadarnya. Setelah lama sekali tidak memakan telur dadar yang tidak banyak gelembung keritingnya, ternyata warung bursa rasa berhasil mengatasi kerinduan tersebut. Dadar telurnya sungguh berwarna kuning sempurna. Tanpa gelembung minyak keritingan yang tak nyaman di lidah dan mata itu.

Alhasil, sejak itu, nyaris tiap hari makan di warung ini. Ngobrol dengan ownernya yang humble, pelayananannya gesit, dan mencoba menu-menu lain yang juga enak. Favorit saya adalah nasi ayam gorengnya.

Wajib dicoba buat yang buru-buru atau sekadar nongkrong saja. Fun fact-nya lagi, ini warung buka sampai dini hari, yaitu pukul 01.00. Seruuuu"
Warung Bursa Rasa 2,Keputih,indonesian_restaurant,Tidak Diketahui,5.0,20,"Tempat makan terbaik, ternyaman, terenak di keputih? Warung Penyetan Bursa Rasa jawabannya, sebelah kiri perlimaan keputih langsung ketemu"
Warung Bursa Rasa 2,Keputih,indonesian_restaurant,Tidak Diketahui,5.0,20,"Makanannya enak, suasana cocok adem"
Warung Bursa Rasa 2,Keputih,indonesian_restaurant,Tidak Diketahui,5.0,20,"Dine in atau bawa pulang, pasti kenyang dan enak. Murah dan mengenyangkan, tempat makan yang sering dikunjungi pulang kampus maupun lagi bingung makan. Opsi makannya banyak banget. Koko cecenya baik juga and welcoming. Take away aja makannya di kasih banyak dan mengenyangkan banget."
Bebek Bagong keputih,Keputih,chicken_restaurant,Murah,4.6,326,"Salah satu tempat makan ayam/bebek favorit waktu kuliah. Dengan tambahan tetelan dan bumbu kuning dengan rasa rempah yang khas menambahkan cita rasa gurih dan asin yang beda dari tempat makan ayam/bebek lainnya. Sambal colek yang jadi andalannya pun termasuk pedas dan memang lebih dominan ke rasa gurih. Harga masih termasuk terjangkau. Ada tempat parkir dan tempat duduk banyak, jadi tidak perlu khawatir tidak dapat tempat.

Latest visit: 16 Nov 25"
Bebek Bagong keputih,Keputih,chicken_restaurant,Murah,4.6,326,"Sedia nasi bebek, ayam, telur, tahu, tempe. Sambalnya juaraa!!! Ada pilihan nasi ayam/bebek dengan sambal, lalapan, dan krokotan tulang (balungan) sangat gurih dan bikin ngilerrr. Nasi ayam mulai dari 12 rb saja. Rasa dijamin bikin nagihh👍🏼👍🏼👍🏼"
Bebek Bagong keputih,Keputih,chicken_restaurant,Murah,4.6,326,"Bebeknya empuk potongannya gede dilengkapi protolan bebek yang sedep. Harga juga relatif terjangkau. Sayangnya di sini hanya bisa bawa motor. Kalau bawa mobil gak bisa parkir karena jalannya sempit, nekat parkir bisa bikin kemacetan panjang. Selain bebek juga ada ayam dan telur dadar yang andalan banget!"
Bebek Bagong keputih,Keputih,chicken_restaurant,Murah,4.6,326,"Bebek terbaikk, untuk ukuran bebeknya besar dgn harga yg relatif terjangkau, rasanya gurih bgt, bumbu dan sambelnya enak. Kebersihan terjaga, ownernya ramaaaahhh buangettt, sopan juga. Sukses selalu, smg bisa buka di surabaya barat 👍🏻👍🏻👍🏻"
Bebek Bagong keputih,Keputih,chicken_restaurant,Murah,4.6,326,"Nasi bebek dan lalapan lain dengan harga terjangkau.
Kemarin beli nasi bebek harga 20rb udah pakai sambel dan bonus ada tetelan. Bagi pecinta pedas bakalan suka karna sambalnya enak, trus ada rasa smokey gituuu. Next pgn coba nasi telurnya krn telur gorengnya super menggona, kelihatannya yg tipikal telur dadar renyah gitu.
Pelayanan oke, yg jualan ramah sekali dan suka senyum😁😁
Overall oke sih, mungkin yg perlu diperbaiki adalah mengenai kebersihan selokan aja yg dekat cuci tangan itu.
*Harga menu tertera*

Sukses selalu Bebek Bagong❤️💓"
Cafe & Pujasera Harmoni,Keputih,food_court,Tidak Diketahui,4.8,115,"ada mie ayam enak bgt di sini. tekstur mienya pas, kuahnya tanpa dikasih sambel, saos, kecap pun udah mantep bgt! cekernya empuk dan bumbunya meresap, pentolnya pun juga enak. murah meriah porsi besar. pujaseranya juga bersih bgt, toiletnya pun bersih dan wangi, free parkir pula"
Cafe & Pujasera Harmoni,Keputih,food_court,Tidak Diketahui,4.8,115,"Tempatnya bersih, toilet juga bersih. Akses Internet juga ada, listrik untuk charge gawai juga disediakan. Harga masih terjangkau ya"
Cafe & Pujasera Harmoni,Keputih,food_court,Tidak Diketahui,4.8,115,"Soto ayam yg rasanya istimewa. Apalagi ditambah dgn kering kentang menambah rasa jadi tambah maknyuss. Buat saya rasanya nikmat di lidah dan gak bikin 'eneg, karena tidak berminyak. Packing rapi dan bersih. Pokoknya recommended deh."
Cafe & Pujasera Harmoni,Keputih,food_court,Tidak Diketahui,4.8,115,"Mie ayam pacitan nya boleh juga..
Rasanya ok lah tidak seperti mie ayam surabaya.. cocok buat orang jawa tengah dan dan jogja solo"
Cafe & Pujasera Harmoni,Keputih,food_court,Tidak Diketahui,4.8,115,"Tempatnya enak & luas. menunya banyak, terutama mie instannya :)

Biasa ke sini buat belajar bareng buat ujian tengah & akhir semester"
Nona Indisch - Toko Roti dan Diner Keloearga,Keputih,bakery,Tidak Diketahui,4.9,40,"NO PORK NO LARD FOOD

Makanan : 5/5
Minuman : 3/5
Harga : 3/5
Tempat : 5/5
Pelayanan : 3/5

Iseng menemukan tempat bakery baru dekat kampus. Ternyata Tempatnya aesthetic, cukup luas, dan nyaman juga. Varian menunya juga banyak.

Paling rekomen roti-rotian mereka, tipe roti jaman dulu ala rumahan yang rasanya simple banget di mulut. Bisa buat semua usia karena terasa banget bahan yang dipakai bahan aman dan premium.

Mereka juga punya paket ala tea time gitu, yang bisa buat ngeteh cantik ditemani cookies mereka yang khas tipe kue belanda. Promonya juga banyak. Aman buat kantong mahasiswa.

Sekian 🤘🏽🤘🏽🤘🏽🤘🏽"
Nona Indisch - Toko Roti dan Diner Keloearga,Keputih,bakery,Tidak Diketahui,4.9,40,"Suka sama packaging-nya, bagus dan rapi, cocok buat acara. Katanya bisa pesen snack box juga, ada harga khusus snack box 😊
Kemarin ada acara akhir tahun beli di sini kebantu banget dadakan 🙏"
Nona Indisch - Toko Roti dan Diner Keloearga,Keputih,bakery,Tidak Diketahui,4.9,40,"Makanan nya enak-enak, nyaman buat nongki."
Nona Indisch - Toko Roti dan Diner Keloearga,Keputih,bakery,Tidak Diketahui,4.9,40,"Cafenya cozy, cocok buat relax, sambil kerja, atau bawa tugas, tersedia colokan untuk charger, cakenya juga rasanya top. Favorit varian cheese cakenya. Lembut. Sekalian sambil menunggu anak2 les masak juga bisa, krn 1 lokasi dg kids cullinary class."
Nona Indisch - Toko Roti dan Diner Keloearga,Keputih,bakery,Tidak Diketahui,4.9,40,"Roti overall enak semua. cafe juga cukup cozy untuk cari tempat tenang.

Nyoba pesan Beef Teriyaki Onsen, pizza, and pasta carbonara.

Pasta Carbonara
Rasa enak , tipe yang aku suka, porsi juga oke

Beef Teriyaki onsen
Sebenernya enak, tapi bahan yang dipakai kurang fresh, telur onsen tengahnya masih kayak es dan bau agak amis, daun bawang yang dipakai kelihatan sekali sudah lama tersimpan di kulkas, terlihat kering kisut dan agak kuning, bumbu dagingnya harus banyakin bawang

Pizza
Adonan tepungnya dan juga rasa dari toppingnya perlu perbaikan juga.

Untuk minuman ya sudah lumayan oke, saran aja bisa ditambahkan menu tea pot yang bisa refill air hangat

buku menu bisa diperbaiki juga, sayang banget, tempatnya sudah renov, tapi buku menunya masih lama"
Wisata Kuliner Keputih,Keputih,restaurant,Tidak Diketahui,4.4,80,"Tempat food court di sebelah taman hijau dan terminal kecil 🚌🌳🍲

Tempatnya memiliki lantai dasar yang digunakan sebagai kantin/food court yang berisi berbagai makanan murah. Pedagangnya sopan dan ramah 👍 Tempatnya juga cukup bersih tanpa sampah. Lantai 2 bisa digunakan untuk tempat berkumpul untuk suatu acara dan cukup ±100 orang serta ada tangga yang bisa digunakan untuk foto bersama.

Tempatnya bersebelahan dengan Taman Harmoni Keputih yang rindang dengan pohon-pohon besarnya serta Terminal Keputih. Terminal tersebut melayani Feeder Wirawiri FD10A menuju Gubeng - Jl. Kenjeran - Kotalama serta Lyn WK menuju Karangmenjangan via Dharmahusada."
Wisata Kuliner Keputih,Keputih,restaurant,Tidak Diketahui,4.4,80,"dari segi tempat dan makanan sudah bagus dan enak cuma yang jadi masalah tukang parkirnya yang nyebelin, saat itu waktu hujan saya nekat pulang naik motor ehhh tiba dihadang tukang parkirnya suruh bayar 5K (katanya kalo hujan bayarnya 5K) terus saya bilang ""mahal men pak, wong saya keluarin motor e sedirian sambil kehujanan basah kuyub nggak ada yg bantuin tiba"" ditembak 5k"" bapak e sambil cengengesan bilang ""karena hujan jadi 5k"" terus saya bayar 3k aja ya pak wong saya ngeluarin sendiri gak dibantu blass, ehh habis itu dianya balik neduh gak bantuin ngebrangin saya, padahal udah tak bayar lohh kok malah gak dibantuin, mohonn diperbaiki lagi yaa🙏🙏🙏"
Wisata Kuliner Keputih,Keputih,restaurant,Tidak Diketahui,4.4,80,"Terbaek!!!
Makan enak, lokasi sebelah taman kota, harga murah meriah, tempat modern cozy bersih. Bahkan toiletnya kelas mall. Pilihan makanan beragam, sejauh yang saya coba, tidak ada yang mengecewakan. Lantai atas masih kosong. Kedepan mungkin bisa dikembangkan lagi.
Menurut saya, dibanding taman kota yang lain seluruh surabaya, sentra kuliner taman harmoni ini yang terbaik. Sayangnya belum terlalu ramai, sebab lokasinya memang pinggiran kota, kalah pamor dengan taman bungkul, taman flora, ketabang kali. Padahal asik disini, super recommended untuk famili.
Terima kasih pengelola, sukses selalu!"
Wisata Kuliner Keputih,Keputih,restaurant,Tidak Diketahui,4.4,80,"Tempatnya bersih dan rapi, kalo siang bisa main ke Taman Harmoni karena bersebelahan.akan lebih asyik pas malem Minggu, ada live musik karaoke, cocok dibuat nongkrong bareng temen-temen. Parkir cukup bayar seikhlasnya"
Wisata Kuliner Keputih,Keputih,restaurant,Tidak Diketahui,4.4,80,"Soto daging nya enakkkk....
Nama warungnya Soto daging Cak Ridho
Terletak di dlm terminal keputih"
Dapoer Mantab Artisan Chinese Food,Keputih,meal_delivery,Sedang,4.5,1416,"Capcaynya enak bangettt. Fuyunghaynya juga enak poll, tepungnya ga seberapa banyak, jadi kerasa banget telornya. Disarankan makan dengan 3-5 orang karena aku beli 2 menu ini dimakan dengan 2 orang, masih sangat kebanyakan"
Dapoer Mantab Artisan Chinese Food,Keputih,meal_delivery,Sedang,4.5,1416,"Lumayan sering beli online, rasanya ga yg enak bgt sih, biasa tp teksturnya kyk ayam cabe garam oke bgt dan porsi sm isinya sip"
Dapoer Mantab Artisan Chinese Food,Keputih,meal_delivery,Sedang,4.5,1416,"Tempat nyaman, makanan juga enak dan ramah dikantong
Overall worth it to buy untuk perjamuan apapun❤️"
Dapoer Mantab Artisan Chinese Food,Keputih,meal_delivery,Sedang,4.5,1416,"Selalu beli dapoer mantab via delivery online food, belum pernah makan langsung di restonya. Boleh lah kapan2 coba dine in.

Capcay goreng seafood : 47.000
Nasi goreng ikan asin : 42.000"
Dapoer Mantab Artisan Chinese Food,Keputih,meal_delivery,Sedang,4.5,1416,Ke sini bareng teman-teman kantor untuk makan siang bersama. Tempatnya nyaman untuk rombongan kecil. Pelayanannya cepat dan tidak ada yang perlu ditunggu terlalu lama.
Ayam Bakar Pak D - Keputih 2,Keputih,chicken_restaurant,Tidak Diketahui,4.6,431,"Porsi nasi & lauk yg lebih besar dibanding yg lain, rasa memuaskan, bumbu meresap, fresh, tanpa tambahan pajak pula.
Pelayanan relatif cepat, ramah & cekatan.
Yg gak kalah penting nih free refill nasi, es teh & sambal.
Tempat luas banget, tersedia toilet, parkiran luas, tempat cuci tangan dgn air mengalir lancar & lengkap dengan sabun.
Bisa jadi alternatif quality time bersama keluarga, teman & kerabat. 👍"
Ayam Bakar Pak D - Keputih 2,Keputih,chicken_restaurant,Tidak Diketahui,4.6,431,"Untuk makanan enak kok... Dan buat saya sambel nya yg diberi cukup pedas ya... Lupa request juga saya tadi agar tidak terlalu pedas... Nasi dan teh bener bener FREE REFILL.... Yang mau makan puas dan kenyang dan murah... Bisa disini jadi tempat..

Poin utamanya... Tanpa kang parkir gaes.. Wkwkkw... Asik sih ini.. Oh ya lupa.. Free wifi dan tanya sama mbak2 nya buat password.. Aku lupa minta wifi tadi..

Es teh gak kemanisan saya suka, suasana enak ada lesehan, duduk kursi dan ada colokan... Mungkin buat nongkrong pun asik ini... Moga ini bisa semakin membuat outlet ini makin berkembang, semangat selalu mbak dan mas nya. Kebersihan nya terjaga banget."
Ayam Bakar Pak D - Keputih 2,Keputih,chicken_restaurant,Tidak Diketahui,4.6,431,"PELAYANANNYA RAMAH, PEKA TERHADAP PELANGGAN BEDA SAMA PEGAWAI DICABANG LAIN DISINI BEST POKOKNYA. RASA MAKANANNYA ENAK BANGET"
Ayam Bakar Pak D - Keputih 2,Keputih,chicken_restaurant,Tidak Diketahui,4.6,431,"Cocok untuk acara formal dan non formal, mau makan setiap hari, sendirian, ataupun bareng keluarga.
Banyak pilihan menu, ayam bakar utuhnya recommended bgt..
Ca kangkungnya enak, masih fresh jadi tekstur masih kres""
Pilihan terbaik untuk solusi lapar kamu,
Tetep taliwang yang paling dihati, seafodnya bumbu jawara nya oke bangeett..."
Ayam Bakar Pak D - Keputih 2,Keputih,chicken_restaurant,Tidak Diketahui,4.6,431,"Pernah makan disitu waktu acara ulangtahun temen, untuk 3 orang dengan total bayar cuma 70rb an sudah free refil nasi + es teh, ayam bakar nya enak banget.. BumBu paling aku suka Taliwang, the best.. pernah juga dapet voucher makan cuma 3rb , sambelnya seenak itu dan senagih itu pedesnya... Luar biasa pkoknya ,sukses selalu yaaa"
Point Coffee Gedhe ITS Surabaya,Keputih,coffee_shop,Tidak Diketahui,4.8,173,"kesini cuma buat nyobain menu smore seasalt latte nya yg cuma ada di point gedhe rasa enak cocok perpaduan untuk kopin dan marshmallow nya, dan marshmallow nya tipikal yg sweet (menurut pribadi agak terlalu maniss) dan overall untuk tempat ini nyaman banget gak berisik cocok untuk ngerjain tugas dan juga me time tempat bersih, dan disini ada rotinya say bread dan juga onigiri Indomaret dsb"
Point Coffee Gedhe ITS Surabaya,Keputih,coffee_shop,Tidak Diketahui,4.8,173,"Point coffe ini lumayan luas, terletak di lantai 2 supermarket. Nice hot cappucino saat hujan 👍 staaf friendly , penyajian juga cepat. Hanya saja kebersihan harus lebih di jaga kali ya, dr tangga , entrance depan outdoor agak kotor."
Point Coffee Gedhe ITS Surabaya,Keputih,coffee_shop,Tidak Diketahui,4.8,173,Tempatnya nyaman cuma capek naik tangganya. Staff ramah dan baik. Fav disini adalah lattenya.
Point Coffee Gedhe ITS Surabaya,Keputih,coffee_shop,Tidak Diketahui,4.8,173,"buat charge agak terbatas tp masi oke bisa bawa olor, tp kamar mandinya kotor dan agak bau tolong bisa diimprove bagian kamar mandi ini

Kenapa kadang jam 10.30 lampunya dimatiin? Kalau ada yg lagi nulis atau belajar masa tiba tiba dimatiin lampunya tanpa tanya dulu atau atau bilang klo mau ditutup lebih cepet atau gimanaa😓. Padahal kopinya enak2 loh, masa pelayanan kayak gini?:("
Point Coffee Gedhe ITS Surabaya,Keputih,coffee_shop,Tidak Diketahui,4.8,173,tempatnya enak buat nongkrong dengan pemandangan keramaian keputih
Fourspace Coffee,Kalisari,coffee_shop,Tidak Diketahui,4.8,1046,"Tempat nongkrong yang cukup ok...
...
- Ada banyak tempat duduk baik di dalam ruangan atau di luar ruangan
- Cahaya dalam ruangan cukup ok
- Ac cukup dingin
- Untuk outdoor saya rasa kurang cahaya
- Pemilihan musik cukup baik dan tidak terlalu keras, jadi enak buat ngobrol santai

Kekurangan:
- Untuk kopi saya tidak merasa spesial dan cenderung lebih mahal dengan tempat sejenis (kembali ke selera ya)

Kesimpulan:
- Untuk nongkrong tempat ini masih ok, dan tidak terlalu ketat untuk aturan duduk (boleh pindah-pindah dan bawa laptop juga)
- Cocok buat ngerjain tugas yang butuh tempat yang nyaman.

Sukses terus untuk ""Fourspace Coffe""
...

Salam Hormat

Elje Story"
Fourspace Coffee,Kalisari,coffee_shop,Tidak Diketahui,4.8,1046,"Menu makanannya ga terlalu banyak, cuma emang banyak variasinya aja. Jadi kaya ayam goreng, tapi ada yg bagian paha, pentung, dada, boneless, sama bersaos, terus juga ada yg ayamnya 2 atau 3. Tapi intinya sama aja, ayam goreng. Harganya murah dan platternya juga masuk akal banget porsinya dengan harga 52k. Minumannya yg agak mahal, tapi yah karena emang cafe ya, jadi normal lah minumannya mahal.

Aku pesen yg paket sama nasi. Boneless 1 sama chicken leg (paha atas) 1, terus sama platternya. Boneless sama platternya dateng lumayan cepet. Tapi yg chicken leg ga dateng-dateng, sampe akhirnya aku tanyain ke counternya. Kayaknya kelupaan deh, karena masih nunggu lagi kurleb 5-10 menit sampe akhirnya keluar. Dan dia gosong 😭😭😭 udah nunggu lama"" malah gosong 😔

Minumannya no comment, karena ya sesuai standard. Tapi aku suka nutellanya! 👍

Untuk tempatnya sendiri emang caters to university students karena banyak colokan dan ada meja yg buat kerja kelompok gitu. Ada lantai 2nya juga, tapi untuk umum baru dibuka jam 4 sore. Mungkin kalo mau ""sewa space"" gitu kali yah bisa disana sebelum jam 4 sore. Pas aku kesana lagi tgl merah dan hari jumat, isinya anak kuliahan semua lagi ngerjain tugas 🤣"
Fourspace Coffee,Kalisari,coffee_shop,Tidak Diketahui,4.8,1046,"Kopi nya tidak cocok dengan saya

Tempat Luas, Indoor dan Outdoor ada Lantai 2

Parkir Motor dan Mobil didalam, untuk mobil jalan agak sempit jadi gantian"
Fourspace Coffee,Kalisari,coffee_shop,Tidak Diketahui,4.8,1046,"Pelayanannya baik, paling suka kalau bertanya tentang deskripsi menu dan dijawab dengan lengkap. Jadi ga salah pesan. Enak kopinya. Buka 24 jam. Ruangan AC dan Outdoor. Harga belum termasuk pajak, ada biaya parkir."
Fourspace Coffee,Kalisari,coffee_shop,Tidak Diketahui,4.8,1046,"Wifi kenceng, ada mushola, enak buat wfc, ada rubiknya yaa wkwk..jarang"" cafe nyediain rubik..kebetulan bisa maen hehe..menunya bisa terbilang overprice buat mahasiswa yaa, tapi terbayar sama tempat dan layanannya...parkir motor 3k, mobil 5k, sepeda pancal 2k:v"
Fifteenth Cafe by Mark Design,Ngagel,cafe,Tidak Diketahui,4.9,1436,"Coba dateng ke sini karena rekomendasi dari TikTok. Ternyata tempatnya emang estetik. Dateng di hari kerja pagi hari, jadinya sepi. Pelayanannya cepet dan ramah. Pesen Osaka Matcha (35rb), masih agak kemanisan meskipun udah minta less sugar, tapi overall enak, matchanya ga overpowering. Chili Sun Rice (27rb) alias telur pontianaknya juga enak, pedes gurihnya dapet banget. Ambiencenya nyaman banget, banyak tempat duduk, setiap sudutnya estetik, cocok buat foto2. Good place to hang out with friends and family."
Fifteenth Cafe by Mark Design,Ngagel,cafe,Tidak Diketahui,4.9,1436,"So far minumannya fine, cheesecake nya ok. Kebtulan posisi duduk saya di pojok outdoor bener2 deket kamar mandi yang ada kipas besar tapi emg dia gabisa muter (sengaja pilih spot ini karna emang cuaca lagi panas banget mau siang atau malem), and out of nowhere ada salah satu entah Barista atau apa, mindahin arah kipasnya yg awalnya ke arah pojok (spot saya duduk) jadi ke arah tengah yg which is itu ngebuat spot yg saya dudukin jadi ga kena kipas, TANPA ADA OMONGAN APA APA.

Harusnya, kalau memang punya posisi apapun di Cafe, bisa di konfirmasi ke customer yang memang SENGAJA pilih spot duduk di pojok AGAR SUPAYA kena angin. Bukan ujuk2 dateng, pindahin arah kipas dan dengan lagak gaada feel guilty nya pergi gitu aja, idk apa alasannya, tapi kalo untuk alasan pribadi, i'm so sorry that i have to say, ga banget.

Tolong dibenahi sikap Crewnya. Terimakasih."
Fifteenth Cafe by Mark Design,Ngagel,cafe,Tidak Diketahui,4.9,1436,"suka banget sama ambience nya

cuma sayang di magic nya kata pacar saya rasanya kurang, yang lainnya enak terutama caramel toast nya"
Fifteenth Cafe by Mark Design,Ngagel,cafe,Tidak Diketahui,4.9,1436,"pesen atsu yakiniku tapi 70% nya lemak semuaa, dagingnya dikiiit bgt. mungkin bisaa dicek lagi dagingnya, even shortplate harusnya ga sebanyak ini lemaknya :( terus menurutku bumbunya kebanyakan jadinya nasinya maniiis bgtt. kopi juga b aja"
Fifteenth Cafe by Mark Design,Ngagel,cafe,Tidak Diketahui,4.9,1436,"freezy cocok nya enak
yakiniku bowl daging nya banyak. sayang kurang asin
internet klo di indoor ber AC jelek
klo yang outdoor kenceng tapi sumuk
pilihan yang sulit"
Onetwothree Coffee&Eatery,Embong Kaliasin,cafe,Tidak Diketahui,4.8,5570,"Cari cari cafe di sekitar penginapan menemukan cafe yang buka 24 jam yes beneran buka 24 jam non stop. Akhirnya mampir ke cafe onetwothree suasana cafe santai dengan kursi rotan di lantai 1 buat lantai 2 ga lihat karena males ke atas sptnya lebih enak buat yg suka menikmati pemandangan malam salah satu taman di kota Surabaya. Buat kopi cukup oke, rasa makanan jg lumayan standar rasa cafe, banyak pilihan menu minuman dan menu makanan plus ada cemilan bagi yg malas pesan makanan berat. Harga cukup terjangkau untuk cafe. Monggo mampir..."
Onetwothree Coffee&Eatery,Embong Kaliasin,cafe,Tidak Diketahui,4.8,5570,"Untuk suasana dan layanan, cafe onetwothree yang terletak di area taman apsari surabaya ini menurutku oke. vibes-nya asyik, dan layanannya ramah. aku lihat banyak juga yang nikmati waktu, sambil ngobrol sama teman atau sambil wfc atau ngerjain tugas, gitu

Tapi untuk makanan dan minumannya, kurang cocok sih. Waktu itu pesan french fries, dan asiin banget.
Red velvetnya taste-nya ok sih, tapi trus ada efek merah tertunggal di gigi yang sampai dibuat kumur berulang kali nggak hilang2, jadi berasa vampire 😅

overall, semoga makin oke ke depannya ya."
Onetwothree Coffee&Eatery,Embong Kaliasin,cafe,Tidak Diketahui,4.8,5570,"pengalaman pertama ke sini, karena lgi ada keperluan di pagi hari, bingung mau nyari tempat buat diskusi di mana. akhirnya liat maps ada tempat ini yg buka 24 jam. sebagai orang yg pertama kali ke sini, tempatnya oke bgt sih, kebetulan pas aku ke sana lgi sepi soalnya ke sana pagi dan pas hari kerja jd lbh suka pollll. menu²nya jg oke oke, enaaaakk, buat aku yg suka pilih² makanan, trs nyobain makanan di tempat yg pertama kali aku kunjungin tp lgsg cocok itu nilai++ sendiri sih buat aku. klo disuruh mengulang buat bbrp kali ke sana lgi, aku jg mauuuu. tempatnya luas dan sangat amat membantu diriku memberi “makan” instagram hehehe. pelayanannya jg bagus, mbak yg waktu itu bantu aku jg ramah pol. udhlah gaada koreksi dari aku. top-topan lah pokoke 😍🥰"
Onetwothree Coffee&Eatery,Embong Kaliasin,cafe,Tidak Diketahui,4.8,5570,"Rekomendedd bngttt tempatt nyaaa.. bikinn betahh buat nongkrongg, makanannyaa jugaaa enakk bgtt, stafnyaa jugaaa ramahh"" polll.. suksess selaluu yaaa💥🔥✨️"
Onetwothree Coffee&Eatery,Embong Kaliasin,cafe,Tidak Diketahui,4.8,5570,"Pelayanannya ramah banget sukaa, makannya yang dipesan tidak ada yang gagal sih bakalan jdi cafe fav🫶🏼
Ada live musik juga, cafenya estetik ada lantai 2 view-nya bagus kalo malam, minusnya tapi kalo hujan pindah ke lantai bawah😭"
Andzero,Nginden Jangkungan,cafe,Sedang,4.8,443,"Kopi Andzero saya datangi karena menu nya yang simple dan varian kopi menarik. Saya selalu mencoba capucino dari kafe baru. Saya mencoba capucino disini enak ,pekat, aciditynya pas. Tempatnya sejuk untuk surabaya yang menyengat.

Cuma saya agak bingung kenapa dimenu 30,000 untuk hot capucino tapi saya membayar 35,000. Saya sengaja tidak menanyakan nya karena ingin tahu default nya dulu cara mereka treat customer, menawarkan menu dan melabeli harga. Padahal saya cari tidak ada tax & service di menu nya. So, masih bintang 4 untuk saya. Menu kopi akan sangat bagus jika dikasih air putih disamping nya.

Kalau ada tulisan tax & service tersebut mungkin saya maklumi. Namun Disamping itu, bagi saya cafe ini saya rekomen. Akan datang lagi untuk next nya untuk mencoba menu yang lain.. thank you"
